"Legendary 1","Legendary 2","Legendary 3","Off-Color Legendary 1","Off-Color Legendary 2","Off-Color Legendary 3","Trash","OrbSpent"
11,2,9,1,1,2,298,1519
11,8,8,0,0,0,300,1527
11,5,6,2,2,1,187,992
11,8,3,2,2,8,444,2236
11,23,25,6,5,3,698,3598
11,8,5,3,0,2,267,1381
11,5,5,1,0,0,206,1061
11,17,11,0,3,1,651,3243
11,10,9,0,1,2,350,1779
11,8,5,1,2,0,245,1258
11,13,12,2,4,1,466,2363
11,19,18,2,1,5,588,3004
11,16,10,2,5,3,482,2469
11,19,19,5,6,0,628,3210
11,7,10,2,2,0,292,1512
11,3,8,2,1,2,307,1545
11,3,3,2,2,2,215,1112
11,5,10,2,1,0,350,1753
11,9,9,1,5,6,373,1936
11,9,10,1,0,2,348,1780
11,15,10,5,1,3,419,2169
11,17,25,0,2,1,527,2715
11,19,11,5,5,2,660,3337
11,8,7,0,2,1,188,1004
11,6,6,1,1,5,293,1511
11,12,18,4,3,3,661,3321
11,15,9,0,0,2,349,1801
11,11,10,3,1,0,395,2006
11,10,12,4,1,1,403,2053
11,5,11,3,1,2,316,1623
11,13,10,5,3,1,412,2106
11,12,13,1,3,3,417,2144
11,14,10,4,2,1,407,2089
11,13,11,1,6,3,520,2628
11,6,14,1,2,2,429,2163
11,8,12,3,2,2,393,1997
11,12,13,1,2,0,395,2022
11,9,13,0,3,3,484,2449
11,17,11,3,1,5,481,2460
11,6,6,1,2,1,275,1408
11,7,8,1,0,4,295,1526
11,11,13,1,3,0,480,2421
11,9,16,4,2,3,462,2363
11,13,23,3,2,5,671,3402
11,8,17,6,6,2,470,2439
11,14,15,2,0,3,363,1898
11,11,12,1,5,1,405,2073
11,7,12,4,1,5,336,1757
11,19,15,3,1,0,591,2981
11,6,7,4,4,4,369,1905
11,7,5,2,0,0,260,1339
11,9,10,1,2,1,470,2333
11,12,6,0,5,3,304,1589
11,15,8,3,3,0,378,1954
11,14,16,1,2,1,461,2357
11,6,8,3,1,2,283,1452
11,8,9,4,3,3,462,2351
11,11,8,1,2,3,403,2062
11,14,10,2,1,2,404,2063
11,8,11,1,0,0,293,1505
11,6,3,0,1,1,249,1276
11,19,8,3,1,4,514,2620
11,17,23,2,8,7,747,3804
11,8,15,0,2,1,435,2188
11,12,13,5,2,2,468,2387
11,5,5,0,0,2,281,1426
11,15,9,4,2,1,514,2598
11,20,11,3,1,1,468,2387
11,5,12,1,0,2,389,1950
11,12,16,4,3,3,472,2427
11,7,15,3,1,2,382,1965
11,12,11,2,0,5,533,2672
11,9,9,2,1,0,359,1822
11,7,14,3,5,0,382,1960
11,14,15,2,3,3,699,3492
11,9,8,0,3,2,466,2331
11,9,14,3,0,0,410,2081
11,6,7,1,0,0,367,1835
11,8,19,3,3,4,652,3277
11,13,20,3,4,2,462,2407
11,6,8,1,2,3,351,1793
11,13,6,1,0,0,414,2063
11,8,7,1,2,2,242,1275
11,11,9,4,2,2,349,1800
11,9,8,3,4,1,363,1859
11,7,5,2,4,0,353,1792
11,7,9,0,1,1,334,1681
11,3,6,1,0,1,176,932
11,6,11,1,4,3,381,1943
11,15,21,4,5,2,556,2865
11,4,5,0,3,1,229,1176
11,29,16,5,5,3,661,3424
11,19,14,2,4,4,744,3722
11,15,15,4,4,5,618,3125
11,14,13,1,2,3,558,2811
11,9,12,3,0,2,436,2198
11,9,8,4,2,3,380,1943
11,17,17,1,1,1,488,2475
11,8,5,1,1,1,233,1214
11,12,10,3,4,5,426,2191
11,6,10,1,2,4,422,2125
11,12,18,2,2,2,404,2104
11,7,15,0,2,2,340,1753
11,12,9,1,3,5,418,2148
11,9,11,3,8,3,526,2660
11,9,14,3,2,1,411,2096
11,10,23,1,4,3,404,2133
11,11,7,1,1,0,313,1600
11,12,11,4,1,3,345,1813
11,5,7,2,2,1,325,1650
11,4,4,2,1,1,234,1199
11,14,12,4,2,3,435,2256
11,7,6,1,2,3,349,1768
11,12,13,1,2,1,420,2142
11,5,6,2,5,2,293,1512
11,5,7,1,2,2,258,1339
11,8,9,1,0,3,400,2022
11,11,9,3,2,1,418,2121
11,14,7,3,1,4,441,2245
11,7,8,2,2,2,402,2011
11,9,6,0,2,2,312,1600
11,9,11,5,3,0,395,2025
11,8,5,1,5,2,275,1442
11,10,8,1,1,1,342,1736
11,9,15,4,2,0,469,2401
11,13,10,5,1,4,428,2195
11,9,10,1,0,2,350,1790
11,11,16,2,3,2,432,2207
11,17,16,5,2,2,636,3242
11,4,8,2,2,2,320,1621
11,15,6,2,2,3,453,2302
11,5,7,2,3,1,353,1779
11,8,11,0,1,3,441,2217
11,6,5,4,0,0,222,1159
11,10,7,3,1,1,320,1659
11,14,19,0,4,4,484,2500
11,7,9,1,2,0,326,1655
11,15,14,1,0,0,465,2342
11,11,12,1,3,0,470,2367
11,6,18,3,2,2,384,1986
11,10,17,0,1,2,485,2460
11,15,11,2,0,0,320,1673
11,6,4,4,0,0,205,1076
11,11,9,3,4,3,424,2173
11,8,5,1,1,2,338,1711
11,5,5,1,3,0,373,1855
11,10,4,1,1,1,294,1499
11,8,8,1,2,2,288,1483
11,5,8,4,2,4,328,1688
11,17,17,3,1,3,547,2786
11,10,7,1,1,3,244,1295
11,13,6,2,3,0,277,1455
11,14,17,2,3,4,473,2447
11,18,15,1,2,1,514,2628
11,4,6,0,0,1,254,1282
11,15,9,2,4,3,429,2208
11,21,15,2,2,4,550,2819
11,16,6,1,1,0,386,1948
11,10,7,0,0,2,315,1605
11,9,14,3,2,0,410,2093
11,23,17,0,1,5,651,3305
11,5,11,0,2,0,286,1469
11,14,15,1,3,5,463,2392
11,14,12,3,1,0,457,2317
11,23,20,7,8,5,823,4182
11,4,7,1,1,0,192,1007
11,10,21,2,5,1,567,2887
11,8,13,1,0,3,308,1612
11,6,6,0,2,3,257,1321
11,3,7,3,0,3,273,1392
11,23,20,2,5,4,647,3335
11,5,3,2,1,3,266,1360
11,19,19,4,3,0,574,2935
11,12,10,2,3,2,297,1565
11,9,10,0,3,2,383,1944
11,23,30,8,2,4,907,4616
11,9,11,3,2,2,402,2044
11,17,20,5,1,4,744,3745
11,13,13,4,0,5,491,2506
11,9,9,0,1,1,389,1954
11,17,13,2,1,4,456,2357
11,6,7,0,0,0,262,1335
11,14,14,1,0,3,448,2297
11,7,7,1,1,1,366,1828
11,15,22,5,4,0,711,3579
11,10,10,1,1,2,370,1882
11,23,21,3,2,3,619,3189
11,19,14,2,4,3,510,2639
11,12,15,1,3,2,411,2127
11,8,8,3,0,4,349,1785
11,11,8,0,1,2,238,1266
11,17,17,0,2,5,494,2543
11,9,11,1,2,1,366,1872
11,13,9,2,3,4,529,2668
11,7,7,2,1,4,411,2062
11,11,7,1,3,0,353,1794
11,14,15,4,0,4,658,3304
11,9,8,1,1,1,308,1578
11,5,9,1,2,0,340,1717
11,9,11,3,2,3,313,1651
11,18,18,2,2,6,616,3154
11,6,14,2,2,1,408,2061
11,12,16,1,4,1,541,2734
11,6,7,6,0,0,321,1639
11,7,12,3,0,1,304,1580
11,20,14,2,6,3,641,3273
11,15,10,1,3,1,403,2074
11,6,12,2,3,2,332,1700
11,7,18,1,3,4,421,2168
11,11,12,0,1,5,494,2474
11,7,13,1,1,3,355,1824
11,12,5,3,4,3,527,2647
11,7,6,0,2,1,284,1452
11,12,13,2,1,3,450,2303
11,5,8,3,2,2,182,991
11,9,7,1,1,2,337,1707
11,9,11,1,2,3,332,1716
11,5,13,1,1,1,295,1531
11,11,12,2,1,3,441,2246
11,12,9,1,1,0,381,1931
11,9,10,1,1,3,323,1674
11,10,13,3,2,2,515,2593
11,21,14,0,2,5,512,2652
11,16,19,3,5,0,507,2607
11,10,12,3,2,2,351,1838
11,6,11,1,1,0,316,1621
11,13,10,4,0,1,354,1832
11,7,14,1,3,2,539,2682
11,14,15,4,2,3,419,2184
11,6,9,1,1,2,278,1436
11,10,18,4,2,2,549,2775
11,13,14,2,3,4,509,2595
11,17,16,4,6,3,535,2754
11,4,10,0,1,1,230,1192
11,5,5,0,4,3,261,1341
11,11,7,4,3,3,381,1946
11,15,2,5,1,1,343,1759
11,9,3,3,3,1,331,1671
11,20,16,3,2,4,648,3288
11,16,8,1,4,2,443,2258
11,12,17,3,2,1,705,3499
11,13,6,2,2,3,388,1974
11,5,8,2,2,0,281,1434
11,6,4,1,0,3,246,1254
11,10,5,3,1,0,317,1603
11,8,11,1,1,0,272,1410
11,14,7,5,2,2,457,2322
11,15,11,3,4,3,524,2663
11,18,13,1,2,0,510,2581
11,17,9,1,1,1,439,2224
11,10,10,3,3,6,546,2743
11,4,16,2,0,4,355,1812
11,19,20,3,4,2,534,2769
11,12,10,3,6,2,534,2695
11,12,5,1,1,3,275,1435
11,13,9,0,1,3,319,1636
11,12,10,0,4,4,346,1822
11,13,11,2,3,1,538,2710
11,6,13,0,4,1,354,1809
11,12,11,0,2,2,415,2119
11,7,10,3,3,2,294,1542
11,6,8,0,1,2,339,1718
11,16,15,3,3,6,675,3405
11,11,8,2,2,1,371,1896
11,11,9,2,1,2,300,1567
11,18,16,1,2,2,503,2563
11,16,8,1,2,6,429,2201
11,13,8,1,2,2,289,1525
11,13,7,2,0,0,312,1607
11,8,6,3,3,1,339,1722
11,9,17,5,3,2,412,2135
11,9,13,3,2,1,475,2384
11,10,5,5,1,2,448,2239
11,9,10,1,4,3,376,1929
11,10,9,0,2,3,428,2136
11,12,7,1,2,1,315,1620
11,9,7,0,2,1,398,1996
11,8,10,1,2,0,257,1342
11,9,10,2,0,4,415,2101
11,10,15,2,0,4,490,2485
11,19,13,5,1,6,724,3641
11,8,12,0,1,0,320,1636
11,14,20,4,3,3,596,3053
11,14,13,2,1,2,420,2155
11,8,9,3,2,2,323,1665
11,6,6,0,2,1,310,1551
11,11,12,1,1,3,364,1875
11,8,8,0,5,4,416,2115
11,5,11,2,1,4,420,2106
11,12,11,4,2,1,456,2315
11,16,9,0,5,3,540,2738
11,7,8,0,3,0,272,1394
11,11,10,3,0,1,383,1943
11,11,10,2,2,2,386,1979
11,14,17,1,5,5,588,3003
11,4,6,1,2,1,231,1193
11,14,21,2,5,3,662,3349
11,12,9,3,1,4,568,2834
11,13,14,7,1,3,452,2329
11,22,23,5,6,3,678,3509
11,5,3,2,1,0,249,1267
11,8,7,2,2,2,375,1898
11,5,8,0,4,0,291,1471
11,9,15,0,0,2,310,1625
11,10,10,2,1,1,353,1818
11,10,20,2,2,2,474,2416
11,21,14,3,2,2,663,3343
11,5,5,4,1,2,309,1569
11,15,14,5,5,6,607,3101
11,9,9,4,4,0,344,1775
11,9,11,3,3,5,499,2530
11,5,9,0,1,2,342,1728
11,8,8,2,1,1,334,1705
11,11,9,2,1,5,384,1966
11,15,17,5,1,5,668,3382
11,8,7,1,2,0,282,1452
11,7,9,1,0,1,274,1405
11,6,18,3,1,2,346,1803
11,6,7,1,0,3,260,1337
11,11,11,1,1,1,463,2329
11,7,18,0,2,1,458,2331
11,20,32,5,5,6,807,4140
11,2,5,3,1,4,377,1883
11,9,5,1,0,0,251,1288
11,16,14,0,3,1,410,2105
11,16,17,3,4,3,584,2971
11,7,7,1,1,1,224,1164
11,5,12,2,1,1,320,1633
11,5,11,0,1,1,281,1443
11,18,18,5,5,2,655,3325
11,17,21,2,2,4,738,3705
11,3,10,0,2,1,358,1796
11,18,7,2,1,3,424,2167
11,7,8,2,4,1,460,2318
11,10,10,2,0,2,275,1440
11,24,18,4,4,0,661,3361
11,11,8,2,2,0,339,1725
11,18,8,4,3,3,504,2586
11,14,4,2,1,1,291,1503
11,9,13,3,1,1,337,1747
11,12,15,2,0,1,421,2156
11,17,13,1,4,9,511,2632
11,8,12,5,4,3,569,2866
11,11,13,3,2,2,464,2378
11,15,12,1,2,0,517,2610
11,9,16,2,2,1,461,2328
11,10,5,6,6,1,395,2026
11,2,4,2,0,0,216,1092
11,11,18,2,1,2,527,2681
11,10,7,1,2,0,322,1635
11,8,4,2,1,4,345,1741
11,19,18,5,1,6,583,3001
11,12,8,2,1,2,306,1588
11,8,7,1,0,0,342,1707
11,21,19,6,2,3,652,3320
11,17,12,2,5,5,549,2810
11,2,4,1,1,2,197,1015
11,9,17,2,2,1,525,2643
11,18,22,3,1,2,540,2782
11,13,16,4,3,1,709,3545
11,6,6,2,2,1,192,1021
11,7,12,3,3,1,317,1654
11,9,11,2,0,3,448,2252
11,12,14,1,3,6,537,2726
11,21,18,2,5,1,578,2954
11,13,6,4,1,0,302,1582
11,6,9,1,0,3,254,1310
11,7,7,5,3,2,274,1437
11,12,17,4,2,3,506,2575
11,7,6,0,1,2,231,1213
11,16,12,2,6,3,426,2216
11,12,16,1,3,3,457,2337
11,11,9,1,1,2,297,1557
11,4,5,2,1,0,260,1311
11,6,8,1,4,2,212,1123
11,8,6,2,2,2,275,1432
11,8,21,2,4,5,410,2162
11,8,17,1,2,5,531,2678
11,7,6,2,3,1,316,1615
11,16,17,4,0,6,676,3426
11,14,15,2,5,3,482,2489
11,11,9,1,0,3,445,2236
11,17,10,3,4,5,555,2830
11,21,24,7,2,3,709,3623
11,13,6,4,5,3,319,1684
11,13,10,1,2,2,401,2045
11,12,7,2,0,1,391,1980
11,9,8,2,3,2,298,1554
11,17,18,5,5,7,588,3051
11,7,8,3,7,3,484,2470
11,7,17,2,3,0,386,1993
11,7,5,2,3,1,268,1375
11,20,22,0,6,3,675,3452
11,15,16,3,5,7,512,2664
11,9,9,1,1,3,290,1508
11,13,13,2,3,1,598,2996
11,16,14,2,0,1,390,2016
11,6,6,2,0,2,263,1347
11,10,15,4,2,3,523,2644
11,5,12,2,4,1,426,2141
11,9,14,1,0,3,343,1773
11,13,17,1,3,6,590,2997
11,22,16,3,2,3,512,2651
11,6,8,1,4,0,268,1388
11,10,9,2,2,3,399,2030
11,10,14,1,5,2,433,2223
11,9,6,0,0,4,337,1713
11,8,18,3,0,4,393,2029
11,14,17,3,3,2,451,2329
11,17,11,3,2,4,471,2413
11,18,24,2,1,1,527,2721
11,17,17,2,0,1,417,2164
11,10,8,2,0,2,353,1801
11,12,15,2,3,4,415,2149
11,9,6,5,2,1,305,1588
11,15,13,2,6,5,754,3761
11,13,15,1,4,1,572,2892
11,4,7,1,0,1,210,1091
11,8,6,1,0,1,254,1302
11,19,15,2,5,3,570,2914
11,6,7,1,3,1,384,1905
11,20,11,1,5,9,703,3533
11,6,13,3,3,2,408,2081
11,13,5,2,0,3,335,1712
11,11,13,1,3,3,427,2198
11,9,15,2,2,2,327,1723
11,15,13,1,3,2,450,2318
11,8,10,2,4,1,451,2279
11,18,10,2,0,0,458,2325
11,17,18,5,3,2,544,2796
11,12,14,3,3,4,495,2546
11,11,15,1,4,3,399,2073
11,6,6,4,0,1,289,1482
11,12,10,3,2,3,588,2932
11,9,14,3,1,3,343,1791
11,16,14,3,1,4,473,2434
11,10,9,2,0,7,438,2226
11,17,13,2,3,2,416,2144
11,20,25,2,2,3,561,2914
11,15,17,2,0,2,346,1830
11,8,15,2,2,2,352,1817
11,10,11,0,2,2,435,2190
11,18,18,0,3,1,465,2402
11,9,9,2,3,1,473,2373
11,7,16,0,3,2,539,2718
11,19,19,3,7,6,546,2859
11,8,11,0,0,2,402,2028
11,15,10,1,1,0,315,1643
11,11,10,2,2,9,483,2464
11,9,11,2,3,4,453,2314
11,13,12,2,4,0,389,1993
11,10,11,1,3,0,449,2262
11,5,9,1,2,2,270,1385
11,5,10,1,3,2,345,1760
11,2,9,2,3,1,261,1332
11,16,13,2,1,3,376,1963
11,12,19,2,2,1,488,2497
11,6,6,4,2,1,310,1573
11,8,9,1,1,1,346,1758
11,3,2,1,1,7,380,1892
11,17,9,2,2,2,373,1931
11,10,8,1,0,0,253,1318
11,11,9,1,3,1,345,1765
11,16,18,3,5,3,650,3291
11,16,17,1,2,0,468,2391
11,9,9,0,1,3,243,1280
11,16,19,3,3,3,541,2789
11,7,6,3,1,1,285,1452
11,10,16,2,3,3,415,2152
11,11,16,4,2,2,573,2892
11,14,10,1,1,0,477,2396
11,16,26,2,3,1,393,2111
11,13,16,1,1,1,326,1713
11,17,25,1,2,3,552,2870
11,11,17,3,4,4,461,2388
11,9,5,3,1,2,291,1504
11,13,11,2,1,6,568,2872
11,9,8,1,0,0,246,1271
11,14,15,4,6,4,582,2973
11,6,6,2,4,0,335,1691
11,9,12,3,3,0,362,1864
11,5,10,2,2,2,280,1459
11,10,10,5,3,4,435,2238
11,24,24,4,6,5,749,3850
11,13,18,4,1,5,559,2851
11,6,8,3,5,3,403,2048
11,6,10,2,3,1,303,1570
11,9,10,3,2,1,223,1211
11,4,5,0,2,2,212,1094
11,14,11,2,1,3,556,2803
11,21,14,4,3,2,525,2708
11,15,11,6,3,3,567,2885
11,3,7,2,4,3,269,1401
11,2,5,3,2,3,307,1552
11,4,6,0,0,3,230,1187
11,6,8,2,3,0,355,1796
11,9,11,3,2,2,506,2553
11,15,10,1,5,4,552,2800
11,10,14,3,4,3,445,2304
11,14,8,3,1,4,538,2692
11,9,2,1,2,0,290,1469
11,14,16,3,2,3,494,2546
11,14,11,2,0,2,495,2494
11,7,10,2,1,0,439,2183
11,11,11,3,1,2,392,2014
11,8,12,1,0,0,337,1724
11,9,2,0,1,0,197,1016
11,9,14,1,3,1,374,1929
11,12,15,1,3,5,445,2300
11,6,8,1,2,3,292,1508
11,15,12,1,0,6,399,2067
11,14,10,1,2,2,460,2341
11,16,20,2,0,7,619,3152
11,11,17,1,3,6,357,1888
11,15,5,2,1,1,277,1464
11,5,3,0,0,0,163,844
11,7,7,1,1,2,305,1558
11,18,9,2,2,2,454,2327
11,12,17,2,1,3,545,2758
11,10,12,2,3,1,343,1786
11,13,14,2,5,4,452,2345
11,3,9,4,0,2,355,1783
11,5,8,1,0,1,216,1126
11,8,13,0,4,4,506,2550
11,15,23,5,2,4,489,2539
11,5,4,0,1,0,223,1138
11,8,6,1,3,2,265,1373
11,16,14,7,2,3,558,2860
11,13,15,2,3,2,473,2429
11,14,8,2,4,2,432,2220
11,6,2,0,1,1,256,1296
11,7,6,5,0,3,372,1872
11,12,12,0,0,2,367,1883
11,1,6,0,0,0,244,1217
11,32,21,3,3,5,710,3656
11,10,7,4,2,2,290,1509
11,9,0,0,1,0,239,1214
11,6,6,0,2,0,365,1814
11,9,11,3,5,4,461,2359
11,14,10,1,3,0,428,2198
11,16,12,2,2,4,454,2354
11,11,22,4,3,1,481,2477
11,6,5,0,1,1,275,1394
11,17,13,2,3,7,488,2533
11,17,12,2,6,2,432,2254
11,17,9,4,4,3,531,2716
11,8,5,3,0,1,328,1653
11,15,20,3,2,2,526,2713
11,21,9,4,3,3,531,2717
11,18,17,5,4,3,486,2528
11,10,7,1,3,5,365,1882
11,20,13,5,2,4,680,3414
11,5,9,1,2,2,263,1364
11,12,19,0,2,1,576,2902
11,10,7,4,2,1,367,1861
11,11,17,2,2,1,478,2447
11,9,15,4,2,5,577,2918
11,17,14,3,2,2,500,2566
11,27,24,7,6,3,878,4471
11,14,10,2,2,2,532,2675
11,6,12,0,5,3,383,1956
11,9,14,0,3,1,283,1492
11,15,16,2,2,5,464,2396
11,16,11,2,0,3,359,1866
11,7,8,2,0,3,251,1314
11,9,6,2,3,1,282,1469
11,8,13,2,1,3,370,1893
11,13,9,2,4,3,420,2163
11,6,6,0,4,0,303,1535
11,10,5,4,1,2,309,1606
11,15,14,1,2,4,487,2480
11,14,5,0,3,2,350,1796
11,15,6,2,5,2,434,2215
11,10,7,1,0,0,278,1426
11,8,12,2,3,0,384,1971
11,9,6,1,1,2,302,1566
11,14,14,1,3,2,507,2570
11,8,11,5,1,1,391,2013
11,2,3,1,1,0,155,809
11,9,16,3,1,2,420,2156
11,6,14,4,1,2,590,2930
11,5,9,0,1,0,304,1530
11,12,19,3,2,4,532,2726
11,8,10,4,4,4,377,1960
11,15,12,0,1,2,378,1951
11,14,10,1,3,3,444,2263
11,4,8,2,1,4,225,1187
11,8,4,1,1,3,411,2046
11,7,4,0,2,0,189,988
11,9,12,2,1,4,405,2068
11,11,13,1,1,4,378,1960
11,8,20,1,0,2,425,2161
11,10,12,8,2,4,521,2661
11,16,11,4,1,3,470,2408
11,14,10,3,3,1,440,2249
11,5,7,0,2,3,269,1382
11,7,9,1,2,1,395,2000
11,11,12,2,4,3,402,2073
11,11,9,2,2,2,387,1984
11,7,14,3,1,2,439,2215
11,14,16,3,1,3,492,2529
11,11,10,3,1,2,384,1964
11,18,12,2,0,1,412,2126
11,6,9,1,0,2,282,1453
11,11,21,2,2,4,594,3010
11,19,11,2,4,3,580,2939
11,7,10,2,1,5,334,1716
11,10,6,2,2,3,422,2145
11,12,11,1,5,0,373,1926
11,9,6,4,1,0,293,1512
11,7,4,0,1,3,319,1620
11,5,5,2,1,2,243,1252
11,9,11,1,2,2,354,1817
11,13,22,2,3,3,610,3114
11,13,13,1,0,2,434,2215
11,9,5,1,3,0,365,1836
11,11,9,1,4,2,389,1994
11,5,5,0,3,2,375,1877
11,10,11,2,5,2,432,2213
11,7,9,2,3,1,319,1644
11,23,23,4,9,2,711,3649
11,18,12,2,1,3,631,3143
11,13,5,1,1,2,386,1963
11,13,16,3,3,1,569,2882
11,7,4,1,1,1,261,1321
11,10,16,4,1,4,419,2165
11,8,11,3,2,5,396,2050
11,1,6,2,0,4,229,1178
11,11,20,2,6,0,504,2597
11,15,14,5,3,2,452,2354
11,11,21,2,4,2,509,2614
11,7,2,1,0,0,226,1150
11,5,3,0,0,0,216,1086
11,8,11,0,1,7,418,2133
11,21,13,4,7,6,706,3563
11,14,12,0,2,0,525,2625
11,10,11,3,5,2,441,2253
11,2,7,1,0,2,336,1673
11,10,8,1,2,0,288,1477
11,12,8,2,1,2,421,2118
11,9,13,4,2,4,506,2557
11,9,13,2,1,5,401,2068
11,7,11,1,2,2,413,2087
11,14,25,1,2,3,625,3178
11,7,7,0,3,0,348,1763
11,21,22,2,3,1,545,2793
11,5,6,1,1,1,211,1098
11,10,13,1,2,2,452,2304
11,11,14,3,1,2,374,1931
11,8,12,3,1,0,346,1784
11,5,9,0,1,1,227,1186
11,10,7,2,4,5,433,2205
11,14,11,4,2,8,500,2568
11,13,7,1,0,2,443,2215
11,9,17,2,2,2,480,2452
11,7,8,4,2,0,397,1991
11,10,15,3,1,1,324,1692
11,12,21,4,6,0,561,2864
11,15,19,3,4,3,472,2460
11,16,13,2,2,2,475,2412
11,12,5,4,2,1,425,2138
11,13,17,2,1,1,466,2363
11,6,8,0,5,3,298,1542
11,13,12,2,1,1,430,2179
11,17,13,3,5,1,374,1985
11,10,6,1,3,0,403,2024
11,6,6,1,2,3,411,2050
11,9,7,0,3,2,302,1560
11,13,12,1,3,4,498,2534
11,14,16,0,4,3,556,2807
11,10,16,4,1,5,650,3230
11,11,8,0,3,0,328,1677
11,22,13,2,5,3,530,2738
11,19,15,3,3,7,567,2904
11,14,14,1,3,5,436,2261
11,7,10,3,3,3,464,2330
11,19,18,3,1,4,524,2703
11,12,13,0,1,0,378,1940
11,14,11,4,1,3,437,2253
11,15,12,4,1,5,499,2544
11,8,9,1,0,0,364,1824
11,7,6,2,0,3,335,1699
11,8,5,1,1,3,357,1789
11,3,4,0,1,0,188,959
11,7,7,1,1,2,264,1368
11,10,7,1,2,2,373,1894
11,8,7,0,0,2,318,1600
11,19,14,3,9,3,663,3367
11,13,20,0,2,4,598,3018
11,7,11,2,1,3,343,1756
11,2,4,1,0,0,212,1064
11,13,14,2,2,2,315,1676
11,7,9,3,1,1,317,1623
11,5,1,0,2,3,219,1120
11,12,6,4,2,0,423,2137
11,18,23,1,5,2,535,2787
11,15,5,0,2,1,274,1431
11,16,5,0,9,3,525,2647
11,8,23,3,1,2,487,2492
11,6,9,0,3,1,304,1558
11,6,5,1,2,1,271,1371
11,7,7,0,1,1,244,1264
11,16,11,1,1,1,455,2309
11,16,12,2,1,3,464,2362
11,7,15,4,1,1,434,2211
11,17,10,1,0,2,432,2220
11,8,15,1,3,1,385,1967
11,14,12,5,1,2,423,2177
11,14,10,1,4,0,374,1945
11,5,7,1,1,4,242,1258
11,24,16,5,3,2,750,3771
11,16,9,2,0,3,354,1847
11,14,9,5,2,1,337,1759
11,5,15,0,1,1,324,1658
11,14,16,1,3,2,529,2701
11,10,10,1,0,0,304,1567
11,5,9,2,1,0,290,1491
11,12,11,4,3,1,436,2230
11,13,15,3,5,0,554,2800
11,10,13,0,1,2,275,1454
11,6,12,3,4,2,399,2045
11,26,14,4,6,3,669,3420
11,7,12,4,2,0,461,2336
11,14,20,0,2,2,400,2101
11,4,7,1,1,0,260,1315
11,14,11,1,3,2,439,2248
11,12,8,4,3,0,374,1926
11,11,9,6,2,1,421,2153
11,10,12,0,4,2,420,2146
11,11,4,0,2,2,368,1872
11,19,13,5,3,2,631,3180
11,15,14,5,5,5,581,2967
11,11,7,3,1,0,221,1187
11,10,16,0,0,2,398,2031
11,15,16,2,4,3,448,2320
11,13,9,2,2,3,356,1858
11,12,6,2,0,3,438,2204
11,20,20,6,2,2,606,3109
11,11,19,4,5,5,633,3225
11,12,10,3,3,1,493,2488
11,5,5,2,1,3,264,1349
11,6,4,0,0,1,395,1939
11,16,14,2,4,2,506,2599
11,4,5,2,2,4,249,1299
11,9,6,1,3,1,398,2003
11,14,19,6,2,2,480,2493
11,10,6,2,2,0,391,1973
11,18,13,4,0,2,656,3276
11,9,13,3,2,2,448,2287
11,9,8,4,0,3,435,2193
11,4,3,0,1,1,247,1239
11,7,5,1,0,3,220,1151
11,12,12,0,3,2,280,1498
11,13,19,1,2,2,564,2861
11,6,3,1,4,2,284,1455
11,6,11,2,2,1,350,1782
11,7,7,2,1,1,368,1851
11,13,8,1,3,3,424,2162
11,16,14,2,3,5,447,2332
11,9,10,3,2,1,396,2010
11,11,8,1,2,2,448,2254
11,22,18,8,3,6,723,3687
11,7,7,1,0,3,287,1470
11,7,8,3,3,2,343,1769
11,7,6,1,2,2,293,1507
11,12,11,1,0,5,360,1851
11,8,14,2,1,0,353,1824
11,3,2,3,1,0,213,1073
11,12,5,1,2,3,373,1896
11,16,9,1,0,4,479,2401
11,10,10,3,3,0,363,1862
11,18,18,5,2,2,552,2840
11,14,15,3,3,4,477,2454
11,5,6,4,1,2,265,1385
11,13,10,6,5,2,456,2336
11,10,8,2,3,2,441,2239
11,8,10,2,1,1,325,1664
11,10,8,3,0,0,389,1967
11,14,18,2,3,3,549,2811
11,10,10,4,0,4,443,2261
11,11,9,3,4,2,390,2010
11,15,19,5,2,6,480,2516
11,10,12,1,0,0,352,1792
11,9,13,3,1,2,400,2036
11,14,9,3,2,3,376,1948
11,12,12,4,0,0,403,2063
11,6,8,0,2,2,285,1458
11,12,8,2,2,1,355,1817
11,9,10,2,2,6,413,2114
11,7,6,0,2,3,221,1172
11,20,15,6,6,3,674,3425
11,10,6,1,3,7,353,1832
11,13,7,2,1,2,279,1458
11,11,12,2,2,0,549,2740
11,14,12,3,0,3,429,2214
11,6,9,2,0,3,273,1423
11,8,5,1,0,2,291,1466
11,12,9,4,1,4,454,2314
11,7,9,2,2,2,202,1083
11,17,18,6,1,1,575,2929
11,16,7,0,2,4,417,2139
11,16,10,0,2,2,373,1927
11,11,11,0,2,2,384,1963
11,8,12,3,2,4,380,1971
11,14,12,0,2,1,545,2733
11,9,14,0,2,6,538,2710
11,10,5,1,0,4,212,1136
11,11,7,2,0,0,252,1322
11,12,11,4,2,2,450,2297
11,11,14,1,1,1,455,2308
11,10,12,1,6,1,507,2567
11,9,13,1,7,4,459,2348
11,13,14,2,3,2,484,2462
11,11,12,3,3,4,410,2107
11,9,19,3,6,2,547,2778
11,11,8,1,0,0,356,1791
11,7,7,2,1,2,350,1776
11,11,12,4,2,1,378,1961
11,14,9,1,1,1,349,1804
